# SIMULATION: fluxes
# MODEL_VERSION: 5.0.0.rc1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	4.3752	 0.0000	 4.3752	 -9.5240	 29.3880	 232.2997	 87.3518	 4.5300	 1.1471	 75.1180	 0.0014	 0.1986	 0.0776	 0.0033	 0.2618	 0.5696	 2.4902	 1146.4710	 1131.0247	 537.6868	 0.8251	 -8.1210	 -6.3290	 -3.7592
1949	01	02	0.0000	 0.0000	 0.0000	 -14.0860	 56.7041	 178.8581	 87.1185	 2.6300	 1.1642	 64.7772	 0.0008	 0.1055	 0.0870	 0.0000	 0.2614	 0.1777	 2.3698	 1145.8606	 1131.0563	 536.7997	 0.5906	 -13.3973	 -12.1005	 -8.0831
1949	01	03	0.0000	 0.0000	 0.0000	 -17.8354	 59.0161	 165.8310	 86.9212	 0.6900	 1.1787	 65.3439	 0.0005	 0.0758	 0.0643	 0.0000	 0.2610	 0.0308	 2.3309	 1145.2544	 1131.0864	 535.9141	 0.5337	 -17.3770	 -16.1566	 -11.1218
1949	01	04	0.0000	 0.0000	 0.0000	 -16.1569	 48.3952	 185.3185	 87.0131	 2.0500	 1.1720	 75.6664	 0.0008	 0.1097	 0.0426	 0.0000	 0.2605	 0.0480	 2.2670	 1144.6523	 1131.1151	 535.0300	 0.5187	 -15.9776	 -15.0771	 -10.3131
1949	01	05	2.9496	 0.0000	 2.9496	 -13.1155	 36.1007	 212.1898	 87.1700	 1.8900	 1.1605	 79.6338	 0.0011	 0.1541	 0.0483	 0.0000	 0.2601	 0.0794	 4.8506	 1144.0541	 1131.1425	 534.1474	 0.8500	 -13.3389	 -12.9229	 -8.6993
1949	01	06	5.1744	 0.0000	 5.1744	 -9.9131	 26.8626	 236.5120	 87.3328	 3.1600	 1.1485	 82.4245	 0.0015	 0.2133	 0.0511	 0.0000	 0.2597	 0.0258	 9.8670	 1143.4598	 1131.1685	 533.2664	 0.8500	 -10.0123	 -9.5985	 -6.2087
1949	01	07	2.1240	 0.1577	 1.9663	 -7.8157	 42.4259	 223.0123	 87.4346	 5.6600	 1.1410	 67.6818	 0.0014	 0.1983	 0.1343	 0.0061	 0.2592	 0.4348	 11.5989	 1142.8695	 1131.1931	 532.3868	 0.8331	 -7.8458	 -7.4445	 -4.5950
1949	01	08	0.0000	 0.0000	 0.0000	 -14.6716	 60.0077	 177.4675	 87.0886	 2.1500	 1.1664	 64.1235	 0.0007	 0.0997	 0.0817	 0.0000	 0.2588	 0.0668	 11.5516	 1142.2830	 1131.2164	 531.5087	 0.6619	 -13.6160	 -11.9576	 -7.9761
1949	01	09	0.0000	 0.0000	 0.0000	 -20.1423	 62.0670	 160.4083	 86.7995	 0.3500	 1.1876	 65.6813	 0.0004	 0.0610	 0.0487	 0.0000	 0.2584	 0.0040	 11.5389	 1141.7002	 1131.2384	 530.6322	 0.6586	 -19.3682	 -17.7707	 -12.3311
1949	01	10	0.0000	 0.0000	 0.0000	 -18.5972	 62.2492	 165.4528	 86.8821	 0.3700	 1.1815	 66.7965	 0.0005	 0.0731	 0.0541	 0.0000	 0.2580	 0.0045	 11.5232	 1141.1213	 1131.2591	 529.7571	 0.6576	 -18.5420	 -17.6673	 -12.2537
