# SIMULATION: fluxes
# MODEL_VERSION: 5.0.0.rc1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	4.6992	 0.0000	 4.6992	 -15.0386	 37.0030	 203.1847	 80.4923	 4.5600	 1.0795	 67.5387	 0.0008	 0.1041	 0.0683	 0.0005	 0.3664	 0.4833	 2.9196	 681.8059	 680.8456	 452.8444	 0.8218	 -12.9752	 -10.5134	 -8.4465
1949	01	02	0.1248	 0.0000	 0.1248	 -20.0023	 44.1268	 178.8799	 80.1179	 2.6300	 1.0956	 59.9028	 0.0004	 0.0529	 0.0623	 0.0000	 0.3656	 0.1043	 2.9745	 681.4909	 680.8472	 451.7905	 0.8500	 -19.2519	 -17.8255	 -14.3182
1949	01	03	0.0000	 0.0000	 0.0000	 -23.2665	 59.8051	 151.7563	 79.8660	 0.7400	 1.1064	 61.4327	 0.0003	 0.0408	 0.0442	 0.0000	 0.3647	 0.0061	 2.9707	 681.1778	 680.8482	 450.7391	 0.7138	 -22.7679	 -21.4554	 -17.2331
1949	01	04	0.0000	 0.0000	 0.0000	 -21.6457	 53.9825	 163.5402	 79.9958	 2.1100	 1.1009	 68.5786	 0.0004	 0.0570	 0.0362	 0.0000	 0.3639	 0.0274	 2.9347	 680.8664	 680.8485	 449.6902	 0.7090	 -21.4929	 -20.5603	 -16.5143
1949	01	05	2.5008	 0.0000	 2.5008	 -18.9084	 38.6434	 190.6688	 80.2043	 1.9500	 1.0919	 74.7614	 0.0006	 0.0833	 0.0372	 0.0000	 0.3630	 -0.0012	 5.2123	 680.5569	 680.8482	 448.6438	 0.8500	 -19.0709	 -18.5306	 -14.8844
1949	01	06	4.4760	 0.0000	 4.4760	 -15.3314	 28.9178	 214.8302	 80.4727	 3.2500	 1.0804	 80.1049	 0.0010	 0.1261	 0.0368	 0.0000	 0.3622	 0.0703	 9.5281	 680.2491	 680.8474	 447.5999	 0.8500	 -15.4479	 -14.9958	 -12.0460
1949	01	07	2.9496	 0.0000	 2.9496	 -12.1838	 44.3330	 206.1353	 80.6965	 5.8300	 1.0707	 63.3124	 0.0009	 0.1207	 0.1133	 0.0000	 0.3614	 0.6290	 11.9971	 679.9431	 680.8460	 446.5584	 0.8500	 -12.3027	 -11.9679	 -9.6145
1949	01	08	1.6992	 0.0000	 1.6992	 -20.0145	 47.1355	 178.5542	 80.1168	 2.1000	 1.0957	 58.8000	 0.0004	 0.0517	 0.0638	 0.0000	 0.3605	 0.0651	 13.5746	 679.6389	 680.8440	 445.5195	 0.8500	 -18.9031	 -17.1417	 -13.7691
1949	01	09	0.0000	 0.0000	 0.0000	 -24.6445	 64.1424	 147.7795	 79.7582	 0.3800	 1.1110	 58.7202	 0.0003	 0.0328	 0.0418	 0.0000	 0.3597	 0.0042	 13.5795	 679.3363	 680.8414	 444.4829	 0.7138	 -23.9127	 -22.3338	 -17.9384
1949	01	10	0.0000	 0.0000	 0.0000	 -24.2732	 63.7752	 150.1114	 79.7883	 0.4200	 1.1097	 63.2318	 0.0003	 0.0390	 0.0371	 0.0000	 0.3588	 0.0032	 13.5706	 679.0355	 680.8383	 443.4489	 0.7090	 -24.0860	 -23.0253	 -18.4937
