# SIMULATION: fluxes
# MODEL_VERSION: 5.0.0.rc1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	13.5000	 0.0000	 13.5000	 -10.6118	 32.8852	 224.7456	 81.4557	 4.5900	 1.0741	 74.7104	 0.0014	 0.1787	 0.0723	 0.0000	 0.3664	 0.3955	 12.3025	 680.5198	 680.8435	 452.8444	 0.8418	 -9.1062	 -7.3030	 -5.7594
1949	01	02	1.6248	 0.0000	 1.6248	 -14.5340	 44.4666	 195.8830	 81.1780	 2.5600	 1.0867	 65.0794	 0.0008	 0.1017	 0.0829	 0.0000	 0.3656	 0.0841	 13.8562	 680.2123	 680.8426	 451.7905	 0.8500	 -14.0153	 -12.9834	 -10.3208
1949	01	03	0.0000	 0.0000	 0.0000	 -18.4344	 54.4422	 172.1408	 80.8996	 0.6900	 1.0993	 73.3980	 0.0007	 0.0847	 0.0390	 0.0000	 0.3647	 0.0045	 13.8966	 679.9065	 680.8411	 450.7391	 0.5891	 -17.7866	 -16.4924	 -13.1387
1949	01	04	0.0000	 0.0000	 0.0000	 -17.0063	 42.6819	 191.6814	 81.0045	 2.0000	 1.0946	 80.6972	 0.0008	 0.1089	 0.0300	 0.0000	 0.3639	 0.0198	 13.8621	 679.6024	 680.8391	 449.6902	 0.5793	 -16.9217	 -16.2016	 -12.9052
1949	01	05	3.8496	 0.0000	 3.8496	 -14.2142	 32.4159	 214.5578	 81.2039	 1.7600	 1.0856	 85.9113	 0.0012	 0.1522	 0.0287	 0.0000	 0.3630	 -0.0510	 17.6954	 679.3001	 680.8364	 448.6438	 0.8500	 -14.4459	 -14.1212	 -11.2345
1949	01	06	12.8760	 0.0000	 12.8760	 -9.1288	 39.0960	 224.2245	 81.5571	 3.0800	 1.0694	 74.9951	 0.0015	 0.2025	 0.0863	 0.0000	 0.3622	 0.1314	 30.4268	 678.9994	 680.8333	 447.5999	 0.8500	 -9.5165	 -9.5224	 -7.5416
1949	01	07	11.7744	 0.4040	 11.3704	 -9.7255	 46.7016	 212.0076	 81.5131	 5.6500	 1.0714	 63.6435	 0.0012	 0.1528	 0.1344	 0.0000	 0.3614	 0.8959	 41.3167	 678.7004	 680.8295	 446.5584	 0.8446	 -9.5135	 -8.9417	 -7.0753
1949	01	08	0.0000	 0.0000	 0.0000	 -17.3884	 59.7603	 172.0665	 80.9753	 2.1700	 1.0959	 67.3488	 0.0006	 0.0835	 0.0540	 0.0000	 0.3605	 0.0661	 41.2764	 678.4031	 680.8252	 445.5194	 0.5891	 -16.2150	 -14.4719	 -11.5162
1949	01	09	0.0000	 0.0000	 0.0000	 -20.9195	 60.1027	 162.6395	 80.7163	 0.2900	 1.1076	 70.6142	 0.0005	 0.0630	 0.0353	 0.0000	 0.3597	 0.0077	 41.2649	 678.1074	 680.8204	 444.4829	 0.5793	 -20.3171	 -18.9740	 -15.1314
1949	01	10	0.0000	 0.0000	 0.0000	 -19.7036	 61.9817	 164.8434	 80.8054	 0.3700	 1.1036	 71.1375	 0.0006	 0.0716	 0.0401	 0.0000	 0.3588	 0.0129	 41.2466	 677.8134	 680.8151	 443.4488	 0.5726	 -19.6701	 -18.8988	 -15.0710
