# SIMULATION: fluxes
# MODEL_VERSION: 5.0.0.rc1
YEAR	MONTH	DAY	OUT_PREC	 OUT_RAINF	 OUT_SNOWF	 OUT_AIR_TEMP	 OUT_SWDOWN	 OUT_LWDOWN	 OUT_PRESSURE	 OUT_WIND	 OUT_DENSITY	 OUT_REL_HUMID	 OUT_QAIR	 OUT_VP	 OUT_VPD	 OUT_RUNOFF	 OUT_BASEFLOW	 OUT_EVAP	 OUT_SWE	 OUT_SOIL_MOIST_0	 OUT_SOIL_MOIST_1	 OUT_SOIL_MOIST_2	 OUT_ALBEDO	 OUT_SOIL_TEMP_0	 OUT_SOIL_TEMP_1	 OUT_SOIL_TEMP_2
1949	01	01	10.3488	 0.0000	 10.3488	 -10.9419	 39.7007	 215.1047	 79.9547	 4.5300	 1.0557	 70.0191	 0.0012	 0.1592	 0.0890	 0.0000	 0.3664	 0.3903	 9.2578	 5448.6025	 5451.1943	 3625.7123	 0.8406	 -9.3954	 -7.5658	 -6.0968
1949	01	02	0.0000	 0.0000	 0.0000	 -14.8728	 62.2133	 172.9953	 79.6541	 2.6100	 1.0679	 59.5065	 0.0007	 0.0844	 0.1058	 0.0000	 0.3656	 0.1727	 9.1653	 5446.1401	 5451.1871	 3617.2743	 0.4971	 -14.4907	 -13.5964	 -10.9395
1949	01	03	0.0000	 0.0000	 0.0000	 -19.1679	 48.2187	 178.6622	 79.3315	 0.6500	 1.0810	 75.6441	 0.0006	 0.0825	 0.0311	 0.0000	 0.3647	 0.0167	 9.1417	 5443.6918	 5451.1752	 3608.8563	 0.4904	 -18.2963	 -16.7912	 -13.5049
1949	01	04	0.0000	 0.0000	 0.0000	 -18.2595	 30.3884	 203.3585	 79.4032	 1.9800	 1.0782	 84.6184	 0.0008	 0.1020	 0.0200	 0.0000	 0.3639	 0.0361	 9.0988	 5441.2573	 5451.1587	 3600.4582	 0.4858	 -18.0907	 -17.2704	 -13.8897
1949	01	05	0.9000	 0.0000	 0.9000	 -15.4518	 32.9910	 210.3910	 79.6179	 1.8000	 1.0694	 87.5172	 0.0011	 0.1386	 0.0230	 0.0000	 0.3630	 -0.0435	 9.9655	 5438.8365	 5451.1376	 3592.0801	 0.8500	 -15.7345	 -15.4354	 -12.4162
1949	01	06	8.1000	 0.1949	 7.9051	 -8.5591	 45.9087	 218.0951	 80.1270	 3.0500	 1.0486	 68.4599	 0.0014	 0.1863	 0.1292	 0.0000	 0.3622	 0.1835	 17.8469	 5436.4293	 5451.1121	 3583.7219	 0.8500	 -9.2297	 -9.5422	 -7.6838
1949	01	07	10.8744	 0.7640	 10.1104	 -9.5333	 48.6877	 211.0004	 80.0520	 5.4900	 1.0516	 58.2239	 0.0010	 0.1338	 0.1732	 0.0138	 0.3614	 0.9382	 27.6474	 5434.0356	 5451.0822	 3575.3834	 0.8303	 -9.3094	 -8.7571	 -7.0534
1949	01	08	0.0000	 0.0000	 0.0000	 -18.8663	 58.6558	 170.3398	 79.3540	 2.2000	 1.0801	 67.5944	 0.0006	 0.0735	 0.0452	 0.0000	 0.3605	 0.0912	 27.5880	 5431.6552	 5451.0479	 3567.0648	 0.4971	 -17.3891	 -15.3339	 -12.3347
1949	01	09	0.0000	 0.0000	 0.0000	 -22.2971	 59.6496	 160.5560	 79.0829	 0.3200	 1.0911	 71.5210	 0.0004	 0.0560	 0.0296	 0.0000	 0.3597	 0.0146	 27.5703	 5429.2879	 5451.0093	 3558.7659	 0.4904	 -21.7168	 -20.3673	 -16.3766
1949	01	10	0.0000	 0.0000	 0.0000	 -20.7817	 61.8687	 163.1760	 79.2025	 0.3200	 1.0862	 71.6338	 0.0005	 0.0652	 0.0352	 0.0000	 0.3588	 0.0199	 27.5467	 5426.9336	 5450.9664	 3550.4866	 0.4858	 -20.7763	 -20.0150	 -16.0936
